id,mode,mode_description,scr30_percent,sample,scr36,scrambled_sec2,session,duration_main,failed_attention,scr30,scr36_percent,rate_answers,rate_correct,rate_wrong,mean_confidence,mean_confidence_right,mean_confidence_wrong,n_confident_wrong,n_confident_right,n_unconfident_wrong,n_unconfident_right,mean_ibr,precision,recall,npv,specificity,f1,age,isMale,isGrad,isUS,us_months,isEnglish,isDataOriented,char_display,icons,mode_paper
43,5,5 - Minimum Disclosure,80,10,29,TRUE,2,9.749583333333334,1,24,80.55555555555556,3.0770545749818368,2.4616436599854694,0.6154109149963674,1.3333333333333333,1.3793103448275863,1.1428571428571428,0,2,6,20,0.2438271604938272,0.7272727272727273,0.9411764705882353,0.9285714285714285,0.6842105263157895,0.8205128205128205,24,1,0,0,63,0,0,0,1233,Masked
161,1,1 - Full Disclosure with no intervention,63.333333333333336,2,25,TRUE,3,13.10525,0,19,69.44444444444444,2.2891589248583584,1.4498006524102935,0.8393582724480647,1.8888888888888888,2,1.6363636363636365,1,9,5,9,0.3055555555555556,0.6363636363636364,0.8235294117647058,0.7857142857142857,0.5789473684210527,0.717948717948718,20,1,0,1,246,1,0,2253,0,Baseline
37,3,3 - Selective Disclosure,93.33333333333333,7,34,FALSE,4,16.76475,0,28,94.44444444444444,1.7894689750816446,1.670171043409535,0.11929793167210964,2.9722222222222223,2.9705882352941178,3,2,33,0,0,0.2816358024691358,0.8947368421052632,1,1,0.8947368421052632,0.9444444444444444,24,1,0,0,288,0,0,679,589,Moderate
166,1,1 - Full Disclosure with no intervention,100,6,36,TRUE,3,8.078166666666666,0,30,100,3.713713920237678,3.713713920237678,0,2.9444444444444446,2.9444444444444446,NaN,0,34,0,0,0.2854938271604938,1,1,1,1,1,23,0,1,1,281,1,0,2235,0,Baseline
68,3,3 - Selective Disclosure,90,8,33,TRUE,1,10.42765,0,27,91.66666666666667,2.8769665264944644,2.589269873845018,0.28769665264944644,2.4166666666666665,2.5454545454545454,1,0,20,3,2,0.25540123456790126,0.8888888888888888,0.9411764705882353,0.9444444444444444,0.8947368421052632,0.9142857142857143,24,0,1,0,11,0,0,700,605,Moderate
238,5,5 - Minimum Disclosure,60,4,24,TRUE,2,11.333816666666667,0,18,66.66666666666667,2.6469459390702452,1.5881675634421473,1.0587783756280982,2.4722222222222223,2.625,2.1666666666666665,5,17,3,2,0.24768518518518517,0.6,0.8823529411764706,0.8181818181818181,0.47368421052631576,0.7142857142857143,26,1,1,0,12,0,0,0,1221,Masked
277,1,1 - Full Disclosure with no intervention,66.66666666666667,6,26,TRUE,3,8.61655,0,20,72.22222222222223,3.4816718988458257,2.3211145992305506,1.1605572996152753,1.8055555555555556,1.8461538461538463,1.7,0,2,3,6,0.25385802469135804,0.6666666666666666,0.8235294117647058,0.7999999999999999,0.631578947368421,0.7368421052631577,26,1,1,0,13,0,1,2235,0,Baseline
225,3,3 - Selective Disclosure,86.66666666666667,7,32,TRUE,1,20.268383333333333,0,26,88.88888888888889,1.4801377843817507,1.2827860797975172,0.19735170458423343,2.2222222222222223,2.28125,1.75,0,10,1,1,0.22222222222222224,0.8823529411764706,0.8823529411764706,0.8947368421052632,0.8947368421052632,0.8823529411764706,25,1,0,0,48,0,0,679,589,Moderate
77,1,1 - Full Disclosure with no intervention,86.66666666666667,2,32,TRUE,3,7.422066666666667,0,26,88.88888888888889,4.042000880257969,3.5030674295569066,0.5389334507010626,2.6666666666666665,2.65625,2.75,3,21,0,0,0.25,0.8823529411764706,0.8823529411764706,0.8947368421052632,0.8947368421052632,0.8823529411764706,22,1,1,1,275,1,0,2253,0,Baseline
267,1,1 - Full Disclosure with no intervention,76.66666666666667,8,29,TRUE,3,6.9342,0,23,80.55555555555556,4.326382279138185,3.3168930806726085,1.0094891984655765,2.9166666666666665,2.9655172413793105,2.7142857142857144,5,28,0,0,0.28935185185185186,0.7499999999999999,0.8823529411764706,0.875,0.7368421052631579,0.8108108108108106,20,0,0,1,240,0,0,2227,0,Baseline
1142,4,4 - Partial Disclosure,83.33333333333333,9,31,FALSE,6,11.134283333333334,0,25,86.11111111111111,2.6943808686983295,2.245317390581941,0.44906347811638825,2.6666666666666665,2.6774193548387095,2.6,3,21,0,0,0.25,0.7999999999999999,0.9411764705882353,0.9375,0.7894736842105263,0.8648648648648647,23,0,1,0,24,0,0,164,1111,Low
167,3,3 - Selective Disclosure,80,8,30,FALSE,5,16.34835,0,24,83.33333333333333,1.8350475736083458,1.4680380588866766,0.36700951472166915,2.2777777777777777,2.3333333333333335,2,0,11,0,1,0.25,0.8235294117647058,0.8235294117647058,0.8421052631578947,0.8421052631578947,0.8235294117647058,30,0,1,0,3,0,1,700,605,Moderate
247,5,5 - Minimum Disclosure,80,9,29,TRUE,2,11.195633333333333,1,24,80.55555555555556,2.6796161598718546,2.143692927897484,0.535923231974371,2.138888888888889,2.310344827586207,1.4285714285714286,0,11,4,2,0.25848765432098764,0.7499999999999999,0.8823529411764706,0.875,0.7368421052631579,0.8108108108108106,24,1,1,0,35,0,0,0,1212,Masked
281,5,5 - Minimum Disclosure,60,6,24,TRUE,2,11.885233333333334,0,18,66.66666666666667,2.5241406002406346,1.5144843601443807,1.0096562400962539,1.9444444444444444,2.2083333333333335,1.4166666666666667,1,10,8,5,0.22222222222222224,0.6190476190476191,0.7647058823529411,0.7333333333333333,0.5789473684210527,0.6842105263157895,19,1,0,1,237,1,0,0,1231,Masked
1001,3,3 - Selective Disclosure,90,4,33,TRUE,1,10.282233333333334,0,27,91.66666666666667,2.91765407644902,2.625888668804118,0.29176540764490205,2.3055555555555554,2.3636363636363638,1.6666666666666667,1,19,2,7,0.2770061728395062,0.9375,0.8823529411764706,0.8999999999999999,0.9473684210526315,0.9090909090909091,22,0,1,1,269,1,0,668,607,Moderate
26,5,5 - Minimum Disclosure,70,6,27,TRUE,2,13.68665,0,21,75,2.1919169409607173,1.534341858672502,0.6575750822882152,2.3055555555555554,2.4444444444444446,1.8888888888888888,0,13,1,1,0.23842592592592593,0.6818181818181817,0.8823529411764706,0.8571428571428571,0.631578947368421,0.7692307692307692,27,0,1,0,17,0,1,0,1231,Masked
